business_id,name,city,state,stars,review_count,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsPriceRange2
1fG7Xg4dLzcKIApzJiXtXw,Tae Heung Gak,Las Vegas,NV,4.0,24,1.0,1.0,2.0
Z_mJYg3vi8cPZHa1J4BALw,Kindred Restaurant,Davidson,NC,4.5,495,1.0,1.0,2.0
GKmbGnQ2WmlU7ntVPI4mYA,Golden Crown Chinese Restaurant,Amherst,OH,4.0,22,1.0,1.0,1.0
qH-EsuOC3k8ZZVBDuybEYQ,Jack in the Box,Tempe,AZ,2.5,13,1.0,1.0,1.0
9xMM3pGCokNTvC6Ao3PByw,IHOP,Henderson,NV,2.5,124,1.0,1.0,2.0
gvCW53iarF1eG030zSKuRA,Popeyes Louisiana Kitchen,Charlotte,NC,2.5,17,1.0,1.0,1.0
j4wpoS_ywTCRJBARN2tXTg,Gasoline Alley,Akron,OH,4.0,166,1.0,1.0,2.0
pt-lpbRPiOBQlk_IWIn6iQ,Nestle Toll House Cafe by Chip,Las Vegas,NV,3.0,20,1.0,1.0,2.0
tXR5EE1q4JesG0XWawXWUw,Sunny's Breakfast & Lunch,Chandler,AZ,4.0,275,1.0,1.0,2.0
vw-7c5CjIMyXN1_JbZtcJQ,Subway Restaurants,Gilbert,AZ,3.0,6,1.0,1.0,1.0
E0vZWNBWe-LwdECQFIjnug,Boardwalk Billy's Raw Bar And Ribs,Charlotte,NC,3.5,496,1.0,1.0,2.0
wpDxUJ8hs3MUEH17vTR-HQ,Bar Symon,Brook Park,OH,4.0,113,1.0,1.0,2.0
tKWoQENTGxhYCJSbY4ZLsQ,Upper Crust Pizza - Cleveland,Cleveland,OH,2.5,32,1.0,1.0,1.0
R-Me-p4Rbb0q-2pjSzyDbw,Jim's Coney Island Cafe,Tempe,AZ,4.0,129,1.0,1.0,1.0
eNfSygNzzmwR33QXpfC-Qg,Garofola's Italiano,Concord,NC,3.0,65,1.0,1.0,2.0
bQ2uuNkOxgUQRM7Y7RJDXQ,Isabel's Amor,Gilbert,AZ,4.0,420,1.0,1.0,2.0
YcBwAXYRqitWrDuvPEaWew,Peking-Express Restaurant,Las Vegas,NV,3.0,25,1.0,1.0,1.0
EtWY35uKm4ogoNV0L6SkCg,Arby's,Mentor,OH,3.5,3,,,1.0
EgtyW19V-64c6PmRuvzSEA,The Great Dane Pub & Brewing Company,Madison,WI,4.0,788,1.0,1.0,2.0
OVQNm56wO1n68Fq5m4ruIw,Domino's Pizza,Goodyear,AZ,3.5,43,1.0,1.0,1.0
-1ea69SVW-MJsaGQrA48dQ,Jimmy John's,Macedonia,OH,2.0,9,1.0,1.0,1.0
uO1F-NyzGuzOqtj9Oa6fOw,McDonald's,Denver,NC,2.0,15,1.0,1.0,1.0
hF2EijXytddxIKAPsZRb8g,Golden Corral Buffet & Grill,Rock Hill,SC,3.0,20,1.0,1.0,2.0
gGS9Os0UBBO8BosD3VnwqQ,Delucias Pizzeria,North Las Vegas,NV,3.0,126,1.0,1.0,2.0
ISOtoQ5rUZwb6L7cLcb1Bw,Streets of New York,Fountain Hills,AZ,3.5,44,1.0,1.0,2.0
VVbp-2Bs5_MGrjboTwpSRA,Venice Pizzeria,Pittsburgh,PA,3.5,24,1.0,1.0,2.0
-WcFDzr3r7j67VzHhh-AdQ,Swensons Drive-In,Avon,OH,4.0,32,1.0,1.0,1.0
-YBC5pR2eW0C2sPygH25MA,Chipotle Mexican Grill,North Las Vegas,NV,3.0,125,1.0,1.0,1.0
9XpFUtJ1IAcg-yWJEq7CEg,Salud!,Las Vegas,NV,4.0,41,,,
futvxFkM42RYxXr8ROogBQ,The Munchies Cafe,Tempe,AZ,3.5,162,1.0,1.0,1.0
k_RzVXWifPMHPMkLcJc0nw,Carls Jr,Glendale,AZ,2.0,41,1.0,1.0,1.0
HOlDxrYqfoJrVq2Eo-_LKQ,Farmer Boys,Las Vegas,NV,3.0,161,1.0,1.0,1.0
WhE9x893xLpGE4uwqxWRPw,McDonald's,Willoughby Hills,OH,2.0,8,1.0,1.0,1.0
vGPc_edPblKZBQgg_tAoBA,Asian Kitchen,New Kensington,PA,4.5,16,1.0,1.0,
8xHBQYM5KbX_e9JDBfzW4w,Jeannie's,Las Vegas,NV,4.0,77,1.0,1.0,2.0
xoA1_vsxC0xD_fPgDZ2mbg,V3 Flatbread Pizza,Pittsburgh,PA,4.0,79,1.0,1.0,1.0
x39RAjfckW2buRTZ57rKDA,Charlie's Restaurant,Cleveland,OH,4.0,22,1.0,1.0,1.0
sR4z9gghML6gPGmJdLZU1A,Marco's Pizza,Lorain,OH,2.0,4,1.0,1.0,
QvC9BTeewBxMgdUadFglKw,Promenade Cafe,Las Vegas,NV,3.0,123,1.0,1.0,1.0
HU7yPtYVgStoZl6t40wdHg,Subway Restaurants,Las Vegas,NV,3.5,6,1.0,1.0,1.0
JEOGm7ja65QuWdxl0HJrGw,El Super,Las Vegas,NV,2.5,13,1.0,1.0,1.0
_vzNvnj8ob0hAk2QXEv3Mw,Main Event - Pittsburgh,Pittsburgh,PA,2.5,57,0.0,1.0,2.0
eSlmVbicgkhtD9niSuReJw,The Cheesecake Factory,Lyndhurst,OH,3.5,266,1.0,1.0,2.0
Do_mgaoCgrQodPrq4nxRbw,New Seoul Korean,Madison,WI,4.0,76,1.0,1.0,2.0
gb1F_7JL7WoklpigVA5cag,Subway Restaurants,Henderson,NV,2.5,3,1.0,0.0,1.0
qkyCuFJF2Uboh6n2Lmuwlg,Lee's Sandwiches,Las Vegas,NV,3.0,801,1.0,1.0,1.0
M4Bi2eyelIP9YQuwD7a3JA,Zia Pia imports + Italian kitchen,Charlotte,NC,3.5,35,1.0,1.0,2.0
DoFncC-PMPmv1Lf6tTb9QQ,Char Bar No 7,Mint Hill,NC,3.0,106,1.0,1.0,2.0
tMlVZWa4SsI01qYMRQerKg,7th Street Public Market,Charlotte,NC,4.5,237,1.0,1.0,2.0
v2UYBFxtaB14OnoKQOuwjA,Gigi's On Fairmount,Cleveland Heights,OH,4.5,206,1.0,1.0,2.0
JVQL4U_5nETnOQ3S-zOPbA,Papa John's Pizza,Mesa,AZ,2.0,21,1.0,1.0,1.0
xGY6AJlsCgE4EJbuTiCNXg,Poke Bowlz,Fort Mill,SC,5.0,13,,,
0SECDod-_lEXcWezbwUxzw,Jamerica Food Cart,Madison,WI,3.0,4,1.0,0.0,1.0
REfekXeUbPWGkgvlzSNbpw,Carrabba's Italian Grill,Westlake,OH,4.0,86,1.0,1.0,2.0
epETdeCmoF_-ufT5b8ACUA,Omelet House,Henderson,NV,4.5,704,1.0,1.0,2.0
tyjquHslrAuF5EUejbPfrw,Sabor Latin Street Grill - Davidson,Davidson,NC,4.0,27,1.0,1.0,
VzekjBEdqFdJsXEOWInA1A,Albo Pizza,Las Vegas,NV,4.0,150,1.0,1.0,1.0
9FgYJqenmSxWdM4VH0Z6lg,Mod Meals,Cleveland,OH,4.5,10,1.0,1.0,2.0
vyQD-pu9jFKRXWI9tt16_Q,Shakespeare's Grille & Pub,Henderson,NV,4.0,368,1.0,1.0,2.0
nLN2hd7HFsehntXl3VUkhg,Steak ’n Shake,Akron,OH,1.5,45,1.0,1.0,1.0
NwDFnh0-H1wMn4vGVJGApA,Axum Ethiopian,Las Vegas,NV,3.5,19,1.0,1.0,2.0
P0-zxLhfe9iOgidDG2_O8A,Dagu Rice Noodle,Las Vegas,NV,4.0,90,1.0,1.0,2.0
tPhBcz3Oh1Nkuy2ltInO4Q,Capps Pizza,Painesville,OH,4.0,5,1.0,1.0,2.0
rbH0HuTcBvZBbiAnqufRqQ,Abuela's Tacos,Las Vegas,NV,4.5,410,1.0,1.0,1.0
J4WxIqKaKSGNjtxTBPhLBQ,Bonefish Grill,Charlotte,NC,3.5,145,1.0,1.0,2.0
syK8j95vkxKeHmQ3xyKnPQ,Donatos Pizza,Parma,OH,2.5,19,1.0,1.0,2.0
I1gRYCt2exnOMsTr-lEJVA,Squeeze In,Las Vegas,NV,4.5,509,1.0,1.0,2.0
IZexpazZj8lBbrcnjoGIrA,Subway Restaurants,Henderson,NV,3.5,19,1.0,1.0,1.0
G_0mX9G0wFIGdrL1XhKYTQ,Jimmy John's,Hudson,OH,3.5,4,1.0,1.0,1.0
Lfo8OEUIcswnMLIAXpFWYg,Kwan & Wok Chinese Restaurant,Phoenix,AZ,3.5,68,1.0,1.0,1.0
eBtEx6IQsQDoIDJXTDKdXA,Arby's Roast Beef Sandwich Restaurants,Las Vegas,NV,2.0,61,1.0,1.0,1.0
5Xzjb7ATQHCozQGedQTiyA,Sacks Sandwiches - ASU,Tempe,AZ,3.5,47,1.0,1.0,1.0
gQM87eGIr6kQXilSIDEZxA,Deep Springs Trout Club,Chardon,OH,3.5,12,0.0,1.0,3.0
sidNkO0OLS4ydBp5gmMm4w,McDonald's,Lake Wylie,SC,1.5,26,1.0,1.0,1.0
6nXGWiwT6L6bZ0N68tFCEQ,Romen's Gyros,Sun City,AZ,2.0,4,,,1.0
z2o5wCs-O0ZjnSTVtVQfpw,Pub Chip Shop Food Truck,Pittsburgh,PA,4.5,7,1.0,1.0,
OErw2LJmXex7sNOdsKE7QA,Los Taquitos Arcadia,Phoenix,AZ,4.0,100,1.0,1.0,
x0nPQOsfh_fy43-M-iCbRA,Chin Chin,Charlotte,NC,3.0,20,1.0,1.0,1.0
mBPoC45aHpiqx6wp-FpE2g,Bomas Bar & Grill,Las Vegas,NV,3.0,65,1.0,1.0,2.0
rUgLG2CzPi26e6cMUjk4kA,BP's Hotdogs & More,Phoenix,AZ,5.0,3,0.0,1.0,1.0
dKncjeWnvdqYiNC8l26fog,Jimmy John's,Champaign,IL,3.0,25,1.0,1.0,1.0
2O_b-IAAW7SoPt__RX1Kww,Buca di Beppo Italian Restaurant,Las Vegas,NV,3.0,178,1.0,1.0,2.0
3CBLxydJU6CFRMGhu9b-sw,CK's Tavern & Grill,Phoenix,AZ,4.0,244,1.0,1.0,2.0
yYwTV3c9Q3S1UDdpDhjgTg,Cold Stone Creamery,Las Vegas,NV,3.0,149,1.0,1.0,1.0
oCwJdiYhZS8VM5_LgmQP0g,Arriba Mexican Grill,Gilbert,AZ,2.5,265,1.0,1.0,2.0
t96VplJ-W6Z_mRjBuFPOmg,Papi's Taco Mobile,Las Vegas,NV,3.5,9,1.0,1.0,
fJqY-E3adwx7LLozV1TfFA,eeZ Fusion & Sushi,Huntersville,NC,4.0,370,1.0,1.0,2.0
e-tVn_DJs_t8ZIeM0Sq36w,Bob's Lounge,East Pittsburgh,PA,4.0,4,,,
LaxkCNsvk1VsVuoSr5GVMw,Joe's Tacos,Peoria,AZ,4.5,80,1.0,1.0,1.0
VTdnlbOkEKWSsu_pzhInTA,McNally's Cafe & 6 Pack Shoppe,Rillton,PA,4.5,12,1.0,1.0,1.0
vBMAdtlABJ1qb1ryaeOugA,Potbelly Sandwich Shop,Cleveland,OH,4.0,45,1.0,1.0,1.0
UYh1N1xQhOh-a7nX92xPzQ,Brio Tuscan Grille,Las Vegas,NV,4.0,1388,1.0,1.0,2.0
4cKoxvhrsuQhGMvyp4OgPw,Boston Market,Lyndhurst,OH,3.0,12,1.0,1.0,1.0
Xu1LmNNHmOuMBBtUrbuyRg,McDonald's,Chandler,AZ,2.0,41,1.0,1.0,1.0
dNY2PBLM_iuCxM-zMkte6A,Chick-fil-A,Wexford,PA,4.5,13,1.0,1.0,1.0
GjT8ZitwOVdP2ttJIam-ug,Vegan House,Phoenix,AZ,4.5,323,1.0,1.0,2.0
jb-SRwuyska79jPV7FrOfA,Epic Wings and Things,Glendale,AZ,4.5,52,1.0,1.0,1.0
nZRJu778hO66F11QUS53nA,Li Garden Restaurant,Willowick,OH,4.0,19,1.0,1.0,1.0
v8KJxkaqdahn90r7chXQZg,Suki Hana,Las Vegas,NV,2.5,27,1.0,1.0,1.0
eaiv4-X0JhNGP_2UmFmhGw,L & L Hawaiian Barbecue,Henderson,NV,2.5,121,1.0,1.0,1.0
EVpjpTaSUdeXG0b69krzAQ,Subway Restaurants,Las Vegas,NV,3.0,20,1.0,1.0,1.0
zYDAMT8UjETKRSYGXsbL3A,Lam's Kitchen,Matthews,NC,4.5,107,1.0,1.0,2.0
tj3YzWsjMbPU_ivDkyOE3w,"Scramble, a breakfast & lunch joint - Scottsdale",Scottsdale,AZ,4.0,509,1.0,1.0,2.0
T4OTL7ZGe-UTrpWl3KwZOA,Market Avenue Wine Bar,Cleveland,OH,4.5,96,1.0,1.0,2.0
BT8bk6rOQ4kj8TD-hfepGQ,China Star,Sheffield Lake,OH,3.0,7,1.0,1.0,1.0
szL4LjaGZpmsLjQ5ALmaQA,Starbucks,Las Vegas,NV,2.5,167,1.0,1.0,1.0
A7P_PJ3HCKqC4aNUEXJAug,Subway Restaurants,Lakewood,OH,2.5,8,1.0,1.0,1.0
mbKjmz8NIAJGce3Vy3-0hQ,Valley Tavern,Valley View,OH,3.0,8,1.0,1.0,1.0
nwr-HNLERXNh31LQp6fN-A,Buster's Dawg House,Las Vegas,NV,4.5,6,1.0,1.0,
l1MHyfjjQuzrb2Z4p-vUtw,Tequila Family Mexican Restaurant,Rock Hill,SC,3.5,52,1.0,1.0,1.0
aLZTOa5e2ON9mmDQcw6GtQ,Pancheros Mexican Grill,Madison,WI,2.0,27,1.0,1.0,1.0
VP10-f6y0I94fUh1xY2Ruw,Tropical Smoothie Cafe,Las Vegas,NV,2.0,162,1.0,1.0,1.0
YT_kQXNKtR0UuKrqUoBYPA,Talking Stick Golf Club,Scottsdale,AZ,3.0,76,1.0,1.0,
o10-_WmF3MF5uXwMWGg5VQ,Wendy's,S.Euclid,OH,1.0,25,1.0,1.0,1.0
dIZcPB3CtNjMn4O_p8QFxw,Original Pancake House,Champaign,IL,4.0,227,1.0,1.0,2.0
4gEvZ8Ta67oL62uYwDUeVg,Herman's Pub & Grub,Brunswick,OH,4.0,12,1.0,1.0,1.0
88QR1e2mFNd6Gt3BI1PNpw,Long Wong's,Scottsdale,AZ,3.0,43,1.0,1.0,2.0
C5bmtDRAtl5iMGmBCF5prw,May Garden Restaurant,Phoenix,AZ,3.5,71,1.0,1.0,1.0
Gf40Ghm5UXOPjyeURX7s8g,Sully's Irish Pub,Medina,OH,4.0,89,1.0,1.0,2.0
hMgIF04rrJ7oB1lGIpFt5w,South China Restaurant,Champaign,IL,3.5,33,1.0,1.0,2.0
znlLoeBFMmAXCm3rCAb22A,Sugar & Spice Eatery,Stoughton,WI,4.0,21,1.0,1.0,1.0
8K3CRM4COa0SSBEvli0fJQ,Paymons Mediterranean Cafe & Hookah Lounge,Las Vegas,NV,3.5,599,1.0,1.0,2.0
SbxJg9yYyIclmPDSur1FCQ,Golden Hawaiian BBQ,Chandler,AZ,3.5,156,1.0,1.0,1.0
y6Fmhz2CceimbgvxNVgE-w,Los Arcos,Charlotte,NC,3.5,92,1.0,1.0,1.0
AhySqKdERmUocQ_LGPd_Og,Caliente Pizza & Drafthouse,Aspinwall,PA,3.0,46,1.0,1.0,
lO-IY5X36bLI8vnQR4O18A,Curry n Cake,Charlotte,NC,3.0,49,1.0,1.0,2.0
bVwFqYiz9acU1W24ZmYofQ,Pizza Hut,Tempe,AZ,2.0,24,1.0,1.0,1.0
HgdFqAvK31fB9sgBdOzo9g,Crêpe Expectations,Las Vegas,NV,4.5,1339,1.0,1.0,1.0
Tn4PV88E9jlC2xhvqN8zAA,TGI Fridays,Bethel Park,PA,2.5,61,1.0,1.0,2.0
ywPeEzXD0PT5XUj79kknHA,Canary's Family Restaurant,North Olmsted,OH,3.5,18,,,
Y1UHoSLwMv5Seb6WxWVa9Q,Vegan Bros Latin Cuisine,North Las Vegas,NV,5.0,3,,,
6NMDBei7IyONUox0ObFMSQ,Chipotle Mexican Grill,Phoenix,AZ,2.5,12,,1.0,1.0
iOhHDavGdswJQlPW5luGaw,Golden Corral Buffet & Grill,Cleveland,OH,2.0,53,1.0,1.0,2.0
ejYx7kPD_tNprORTvKmUKg,Wendy's,Gilbert,AZ,2.5,36,1.0,1.0,1.0
k8K3Fk7YedH60gXyPn5ATw,McDonald's,Charlotte,NC,1.5,37,1.0,1.0,1.0
cQUjVqp8GkfCHWvMoHVzUA,Corral West Horse Adventures,Goodyear,AZ,5.0,42,0.0,1.0,2.0
N1AzHZsgdLUKpcc1FMEEQQ,Penn Murry,Export,PA,4.0,33,1.0,1.0,2.0
bVTWcZWhtJc4IjWy_74CYQ,Olive Garden Italian Restaurant,Goodyear,AZ,3.5,220,1.0,1.0,2.0
h-bBnFFTZ2cNiuBMFu2UaQ,Tommy's Place,Phoenix,AZ,4.5,460,1.0,1.0,2.0
KlQr7GDU_SNZoWq6POYSsg,Tacos Tijuana,Surprise,AZ,4.5,41,1.0,1.0,1.0
qqW-vXEPKjP-IDr4A9X0Mw,Grabbagreen Bell,Phoenix,AZ,3.0,63,1.0,1.0,2.0
PXxgRi0njZb_X_slCIjqSA,Chen's Chinese Bistro,Chandler,AZ,4.0,125,1.0,1.0,1.0
WE_uMJvhLCfxDrk4Di8Eqg,Wing Warehouse Sports Bar and Grille,Stow,OH,2.5,45,1.0,1.0,1.0
MRMtIcCJxCTLgZH4-uAQVw,Cinnaholic,Westlake,OH,4.0,67,1.0,1.0,1.0
HiecQOPC7Aj9sNg_h4gonw,Move On Moving,Las Vegas,NV,1.5,107,,1.0,
yxj0P4O-ydn2KTzOut86QA,Chili's,Madison,WI,3.0,47,1.0,1.0,2.0
Tr8TJnMoSgBvfZvmCx9-eQ,The Franklin Inn,Pittsburgh,PA,3.5,182,1.0,1.0,2.0
9MPLntyNzhdUXpGT-h0HUw,Acorn Pittsburgh,Pittsburgh,PA,4.5,148,1.0,1.0,3.0
Yl05MqCs9xRzrJFkGWLpgA,Hash Kitchen,Scottsdale,AZ,4.5,2314,1.0,1.0,2.0
X2gukm2YYp0kAdoneBfKQQ,"Hamburguesas Al Carbon ""El Humadero""",Phoenix,AZ,4.5,6,1.0,0.0,1.0
2cX_6BAnfn20BRM2LvAlBA,Lily's Bistro,Lake Wylie,SC,3.5,46,,,
4X9tVVQHIewliXqaancfQA,Rum Bar & Grill,Charlotte,NC,2.0,201,1.0,1.0,2.0
8xTuXU5uZ85WF-ZGqDNv_w,Leroy Fox - South End,Charlotte,NC,4.0,280,1.0,1.0,2.0
SOX-F4C7WcpWohSL47uEJw,Antojitos Estilo Michoacan,Las Vegas,NV,3.5,3,1.0,1.0,1.0
ypQOqmkR3bl1kZI0C8H-Zg,Firehouse Subs,Scottsdale,AZ,2.5,40,1.0,1.0,1.0
aQKix0iMREiJsFGr7mH1mA,Wendy's,Pittsburgh,PA,1.0,5,1.0,1.0,1.0
YVjJtgHSiovqeQRYqRvYQQ,Original Chicken & Ribs,Charlotte,NC,4.0,24,1.0,1.0,1.0
xHb5_BHXg9ix6gYDZMY6cw,Summers Fruit Barn,Phoenix,AZ,3.5,47,1.0,1.0,1.0
6wE8dDtLMrtEa3Pz7MWQMw,Mogie's Restaurant & Irish Pub,New Kensington,PA,2.5,12,1.0,1.0,2.0
VsIx1NnhM5PA8prJjIZNYg,Mermaid Restaurant & Lounge,Las Vegas,NV,3.5,75,0.0,1.0,2.0
tVcnGCg8AICT_hoI-4gMsw,Szechuan Garden,Madison,WI,4.5,21,1.0,,
_2iPJy_nNDkez2jSqa40xg,Taco Bell,North Royalton,OH,2.5,4,1.0,1.0,1.0
4QFywaw0kQphsgvhfyhffQ,Doce Taqueria,McKnight,PA,3.5,34,1.0,1.0,
mBBsJUT6x-_Wr9qOy3TBxQ,McDonald's,Cleveland,OH,3.0,5,,,1.0
Kbidfh24_7-a380tovQeYA,Bahía Centroamerica Restaurant,Las Vegas,NV,4.0,50,1.0,1.0,2.0
gCFf_GFUjgCSVcUe9yrphA,Robertos Taco Shop,Las Vegas,NV,3.0,130,1.0,1.0,1.0
HNds4Vobccxa0U4m6XhGvg,White Lion Tea,Scottsdale,AZ,5.0,5,0.0,1.0,2.0
5TdDdgRO028CIuCN-13-9Q,AlPita Mediterranean Cuisine,Rocky River,OH,4.5,72,1.0,1.0,2.0
QLNmU_lPRztv27tgpnB5SA,Arby's,Goodyear,AZ,3.0,41,1.0,1.0,1.0
QVE_HiSuPrTwZ4pB-qJrcw,Thai Food Kitchen,Henderson,NV,4.5,71,1.0,1.0,2.0
nOThVrdk5atLvIEC54pBOQ,Robinia Courtyard,Madison,WI,4.5,11,0.0,1.0,2.0
slaDx1ywy45wF7GgEp6e8g,Happiness Is Homemade,Pittsburgh,PA,4.5,4,,,
ARV5siBwOGimYqK-5vGT4A,Wendy's,Charlotte,NC,1.5,20,1.0,1.0,1.0
fHkiH52AATeRa8Fi2yStpQ,Golden Taipei,Charlotte,NC,3.5,100,1.0,1.0,2.0
4-Ub64zwqopWZeOFsTYTzA,Tom Yum Thai Surprise,Surprise,AZ,4.0,354,1.0,1.0,2.0
umtNRvqAO3DvP4Qu4NI24A,The Rose Bar & Grille,McKeesport,PA,2.5,7,,,
gZFjmwpGXJK5YGnS3bjflg,Port of Subs,Las Vegas,NV,3.5,49,1.0,1.0,1.0
s6lTNO57vXsfzyYrPfXOvA,Vietnam Grille,Charlotte,NC,4.0,367,1.0,1.0,2.0
0yYwrT1vYV0Jvzj74JjLqg,Rigos Taco,North Las Vegas,NV,3.0,37,1.0,1.0,1.0
JpssdgvmNjfBpjIhZMgICA,Subway Restaurants,Las Vegas,NV,3.0,8,1.0,1.0,1.0
_kereKyVKFrV2cPzSDKaGA,Brickhouse Grill,Concord,NC,4.0,22,1.0,1.0,1.0
RdEb3U0CDIXElVJe3w5n6g,Stangl's Bakery,Ambridge,PA,4.0,5,1.0,1.0,1.0
dyJK_XniS782sIhzWS7z5g,Lane's Bakery & Coffee,Madison,WI,4.0,43,1.0,1.0,1.0
7Kalh9QVFTlrcGaufs2eag,Chick-fil-A,Charlotte,NC,2.5,61,1.0,1.0,1.0
4xnVH2jTVwrsO88q_jHWWw,pizzaBOGO,Cleveland,OH,4.0,88,1.0,1.0,1.0
fBmyj1okdO1p-GUzfQQohg,Szechuan Express,Mesa,AZ,3.5,63,1.0,1.0,1.0
PR82wjqOPSmhEwRI1Kw3GA,IHOP,Charlotte,NC,2.5,66,1.0,1.0,1.0
7EOWPk1rTJrJY2RAaMfNkA,Great Eagle Bar & Grill,Surprise,AZ,3.5,29,1.0,1.0,1.0
-siWsjw2AL9lcx6gy-NxeA,Don Tortaco,North Las Vegas,NV,3.0,4,,,
cvu61K0_g7ZIpaEPCiaNcA,Seoul BBQ & Sushi,Phoenix,AZ,4.5,382,1.0,1.0,2.0
ubP4xKtsJx2eW2cKAcy9gA,Jack in the Box,Phoenix,AZ,1.0,7,1.0,1.0,1.0
DFrNSuSMr6sHLvtpj0v7qA,Kau Kau Kitchen,Las Vegas,NV,4.5,105,1.0,1.0,1.0
l3oWxCf7Y-X-fgAxNVR7-A,Irene's Gaming Lounge,Las Vegas,NV,3.5,15,1.0,1.0,1.0
sG9UIlzNvDuDhqx084Sodw,Floreria Eliza,Phoenix,AZ,4.0,4,,,
9ae7asMUB-Fty3tw6m18qQ,Pho Da Nang Vietnamese Kitchen,Las Vegas,NV,3.0,137,1.0,1.0,2.0
D3dAx-QW_uuClz4MambeHA,La Grande Orange,Phoenix,AZ,4.0,939,1.0,1.0,2.0
iJWSjU80CFP5SjhrjEvRng,Domino's Pizza,Kent,OH,2.0,9,1.0,1.0,1.0
73oP6zoYZKNlO8642EMD_Q,Chip Off The Block Deli,Las Vegas,NV,4.0,188,1.0,1.0,2.0
gwM0ykDKKpKgKzwtU5djqg,Wendy's,Phoenix,AZ,2.0,36,1.0,1.0,1.0
lKOvx_aAXiXQGooZ-4bq9Q,Pin Kaow Thai Restaurant,Henderson,NV,4.0,572,1.0,1.0,2.0
HkAj0bamytrhj8FQM5I-zw,Jersey Mike's Subs,Las Vegas,NV,4.0,58,1.0,1.0,1.0
DMmeFKsUuMl0kDy7Zd7W3A,Sandbar Mexican Grill,Chandler,AZ,3.0,422,1.0,1.0,2.0
fxT1hga0YaR1W5S0XehSFQ,Bros Breakfast and Lunch,Las Vegas,NV,4.5,181,1.0,1.0,2.0
6QKauV9Qt9VgX38-R7Q--g,Wing King Cafe,Fort Mill,SC,3.0,67,1.0,1.0,1.0
USXA_daAmAkcEzHju4Hpqw,McDonald's,Mentor,OH,2.5,11,1.0,1.0,1.0
TtbMUjZMMloSZR9l2TrcAQ,Tasty Platters and Fried Chicken,Monroeville,PA,2.0,4,1.0,1.0,
IR7jxb7CAhdT1MNdhpK9rw,Firehouse Grille & Pub,Willoughby Hills,OH,3.5,60,1.0,1.0,2.0
1eJ7yIzSAjwC145fnHD5Xw,Starbucks,Pittsburgh,PA,2.5,32,1.0,1.0,2.0
5R03yx9yR4VkK1L-Waj4Pw,Penn Station East Coast Subs,Cleveland,OH,3.0,8,1.0,1.0,1.0
pzy9xWQqsDxVU6j9MktRJg,Azteca Mexican Restaurant,Charlotte,NC,4.0,317,1.0,1.0,2.0
vK1_qKEG7zHvjiTOsN0CRg,"Snooze, An A.M. Eatery",Tempe,AZ,4.5,1168,1.0,1.0,2.0
kE7_pIsUavOAQ9LSRcKCWg,Wendy's,Canonsburg,PA,1.5,9,1.0,1.0,1.0
rFu2sVUuvMzJiTnbbwD9Zg,Domino's Pizza,Berea,OH,1.5,12,1.0,1.0,1.0
wvDT67R5duF_hYx5iOXLaQ,DeLuca's Diner,Pittsburgh,PA,3.5,133,1.0,1.0,1.0
ruWTngdiC68O9la27hvvHw,Foundation Room,Las Vegas,NV,4.0,641,0.0,1.0,3.0
jyl-qYlicM69wvjmAX4hsA,Martin's Deli,Bay Village,OH,3.5,12,1.0,1.0,1.0
sOkQ2Y1-D8h18oN5NgxuLg,Haddies Car Wash and Convenience store,Las Vegas,NV,4.5,42,0.0,1.0,2.0
_c3ixq9jYKxhLUB0czi0ug,Original Hamburger Works,Phoenix,AZ,4.0,322,1.0,1.0,1.0
fzPp9ZdDhOovfqH_-Ksk-A,Moio's Italian Pastry Shop,Monroeville,PA,4.5,87,1.0,1.0,2.0
XMJpOti7qAamQFfHJwFBSQ,Remedy Restaurant and Lounge,Pittsburgh,PA,3.5,55,1.0,1.0,1.0
Jk_9H-N-EwZguRWUCt8ZbA,Hunan To Go,Stanley,NC,2.5,7,1.0,,1.0
YUFxSG6idHePsxOmnSHtpQ,Mimi's Bistro + Bakery,Chandler,AZ,2.5,267,1.0,1.0,2.0
DUUY9UpEbA69xhketnsdLw,Macha Tea Company,Madison,WI,4.5,42,1.0,1.0,1.0
9sbXPpRC_wDhCsp7qG2PDw,HK Seafood Garden,Las Vegas,NV,3.5,164,1.0,1.0,2.0
-lM5RCBKvROLUkPvsfs0NQ,Del Taco,Las Vegas,NV,4.0,16,,,
lGI_Tncy-_65VbGwYWWoYA,The Tin Fox,Madison,WI,3.5,48,1.0,1.0,2.0
Ncvd4l3zo72FUK5kovQhYQ,Cafe des Amis,Sewickley,PA,4.0,93,1.0,1.0,2.0
NYf9TKBKPpa1wkA_uwIlfg,The Weary Traveler Freehouse,Madison,WI,4.0,524,1.0,1.0,2.0
QlBj9BHsb1q7jv5y_oh_aw,Little Caesars Pizza,Kent,OH,1.5,3,1.0,1.0,1.0
qIxHjX88MmHbh0ASNqqoJA,Black Mountain Tavern & Distillery,Cave Creek,AZ,3.5,184,1.0,1.0,2.0
eCeFBHucdjbZkJlry8EALw,Papi Queso,Charlotte,NC,4.5,171,1.0,1.0,1.0
QIcXq4Z3_2lvg9rmmoGF-A,Ruby Tuesday,Charlotte,NC,2.5,81,1.0,1.0,2.0
DqcD3YflYhArFsC4KVUnOw,Nothing Bundt Cakes,Las Vegas,NV,4.5,339,1.0,1.0,2.0
